time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1767983525.64865637,0.00678872,12627,0.00011492,0.00000000,0,0.00000000,712,724,19,0.00034918
1767983525.74954247,0.00678509,12757,0.00008381,0.00000000,0,0.00000000,724,740,17,0.00151250
1767983525.84913349,0.00684300,12633,0.00010691,0.00000000,0,0.00000000,740,735,16,0.00113754
1767983525.94858503,0.00549552,12624,0.00005098,0.00000000,0,0.00000000,735,743,14,0.00101140
1767983526.04945564,0.00199965,12761,0.00001867,0.00000000,0,0.00000000,743,740,9,0.00101505
1767983526.14899850,0.00186410,12626,0.00002237,0.00000000,0,0.00000000,740,741,13,0.00103929
1767983526.24854445,0.00190112,12623,0.00003534,0.00000000,0,0.00000000,741,748,27,0.00127757
1767983526.34944344,0.00204235,12746,0.00004714,0.00000000,0,0.00000000,748,729,24,0.00065895
1767983526.44890046,0.00749852,12635,0.00055102,0.00000000,0,0.00000000,729,715,110,0.00032885
1767983526.54975891,0.00772938,12826,0.00068723,0.00000000,0,0.00000000,715,736,150,0.00031782
1767983526.64934969,0.00824249,12833,0.00089657,0.00000000,0,0.00000000,736,853,236,0.00032322
1767983526.74887586,0.00843141,12890,0.00121160,0.00000000,0,0.00000000,853,817,234,0.00033784
1767983526.84969854,0.00814423,13021,0.00098221,0.00000000,0,0.00000000,817,880,214,0.00102120
1767983526.94928026,0.00804260,12867,0.00094187,0.00000000,0,0.00000000,880,906,174,0.00111945
1767983527.05009818,0.00776398,12948,0.00076208,0.00000000,0,0.00000000,906,1002,201,0.00097860
1767983527.14967728,0.00869560,12746,0.00064743,0.00000000,0,0.00000000,1002,1018,138,0.00116249
1767983527.24918795,0.00752920,12725,0.00044070,0.00000000,0,0.00000000,1018,1030,92,0.00172151
1767983527.34868455,0.00739460,12638,0.00039183,0.00000000,0,0.00000000,1030,1056,72,0.00136048
1767983527.44958043,0.00756712,12845,0.00039107,0.00000000,0,0.00000000,1056,1061,81,0.00098395
1767983527.54911780,0.00695737,12710,0.00010454,0.00000000,0,0.00000000,1061,1068,44,0.00168481
1767983527.64867711,0.00827123,12692,0.00032862,0.00000000,0,0.00000000,1068,1071,66,0.00114242
1767983527.74950624,0.00706738,12784,0.00008052,0.00000000,0,0.00000000,1071,1090,72,0.00111773
1767983527.84903789,0.00752735,12547,0.00037218,0.00000000,0,0.00000000,1090,1111,77,0.00111800
1767983527.94854689,0.00818218,12506,0.00042752,0.00000000,0,0.00000000,1111,1126,81,0.00102262
1767983528.04939032,0.00740873,12631,0.00055434,0.00000000,0,0.00000000,1126,1155,106,0.00175048
1767983528.14896202,0.00723454,12478,0.00044278,0.00000000,0,0.00000000,1155,1135,81,0.00103780
1767983528.24978209,0.00715907,12668,0.00027063,0.00000000,0,0.00000000,1135,1142,45,0.00101671
1767983528.34936237,0.00707112,12593,0.00021087,0.00000000,0,0.00000000,1142,1141,41,0.00179256
1767983528.44885969,0.00855156,12723,0.00034148,0.00000000,0,0.00000000,1141,1162,55,0.00114291
1767983528.54971194,0.00872773,12827,0.00037217,0.00000000,0,0.00000000,1162,1136,48,0.00101733
1767983528.64929366,0.00812165,12738,0.00020637,0.00000000,0,0.00000000,1136,1164,49,0.00178987
1767983528.74877977,0.00730533,12731,0.00030745,0.00000000,0,0.00000000,1164,1191,58,0.00109547
1767983528.84968829,0.00732022,12926,0.00032726,0.00000000,0,0.00000000,1191,1226,74,0.00175009
1767983528.94920421,0.00841701,12812,0.00046868,0.00000000,0,0.00000000,1226,1253,94,0.00166280
1767983529.04870415,0.00753912,12854,0.00040058,0.00000000,0,0.00000000,1253,1265,80,0.00167670
1767983529.14963078,0.00831545,12999,0.00044256,0.00000000,0,0.00000000,1265,1235,66,0.00099908
1767983529.24914265,0.00740936,12718,0.00043196,0.00000000,0,0.00000000,1235,1209,55,0.00110532
1767983529.34865642,0.00654306,12775,0.00004966,0.00000000,0,0.00000000,1209,1234,41,0.00166785
1767983529.44954085,0.00745776,12756,0.00020463,0.00000000,0,0.00000000,1234,1256,39,0.00098116
1767983529.54906917,0.00703579,12519,0.00021102,0.00000000,0,0.00000000,1256,1292,50,0.00179553
1767983529.64988613,0.00713946,12621,0.00035552,0.00000000,0,0.00000000,1292,1280,57,0.00093713
1767983529.74907279,0.00721070,12379,0.00049770,0.00000000,0,0.00000000,1280,1334,126,0.00110956
1767983529.84894824,0.00735079,12255,0.00074554,0.00000000,0,0.00000000,1334,1393,146,0.00102619
1767983529.94981456,0.00724090,12349,0.00051402,0.00000000,0,0.00000000,1393,1429,110,0.00113910
1767983530.04913211,0.00726330,12206,0.00058710,0.00000000,0,0.00000000,1429,1453,84,0.00099129
1767983530.14887714,0.00700033,12098,0.00041132,0.00000000,0,0.00000000,1453,1482,77,0.00123500
1767983530.24844623,0.00680364,12085,0.00024984,0.00000000,0,0.00000000,1482,1512,51,0.00111370
1767983530.34932613,0.00711974,12222,0.00046651,0.00000000,0,0.00000000,1512,1525,64,0.00101431
1767983530.44880128,0.00723801,12066,0.00023545,0.00000000,0,0.00000000,1525,1558,55,0.00176579
1767983530.54966331,0.00692296,12153,0.00029705,0.00000000,0,0.00000000,1558,1537,51,0.00119865
1767983530.64919472,0.00774537,11973,0.00023224,0.00000000,0,0.00000000,1537,1539,34,0.00099826
1767983530.74873257,0.00738450,12033,0.00008493,0.00000000,0,0.00000000,1539,1567,44,0.00108627
1767983530.84962344,0.00777059,12105,0.00010824,0.00000000,0,0.00000000,1567,1583,50,0.00103121
1767983530.94917965,0.00667798,11904,0.00032865,0.00000000,0,0.00000000,1583,1584,54,0.00101975
1767983531.04863000,0.00778337,11893,0.00032259,0.00000000,0,0.00000000,1584,1585,55,0.00174821
1767983531.14955330,0.00290186,11957,0.00014703,0.00000000,0,0.00000000,1585,1591,62,0.00119748
1767983531.24909019,0.00276377,11743,0.00013917,0.00000000,0,0.00000000,1591,1613,62,0.00112156
1767983531.34993649,0.00277249,11769,0.00018761,0.00000000,0,0.00000000,1613,1548,25,0.00172528
1767983531.44948816,0.00646051,11681,0.00015687,0.00000000,0,0.00000000,1548,1565,34,0.00174482
1767983531.54890633,0.00831431,11629,0.00044586,0.00000000,0,0.00000000,1565,1571,57,0.00168588
1767983531.64983606,0.00773915,11807,0.00033068,0.00000000,0,0.00000000,1571,1604,64,0.00067019
1767983531.74940944,0.00368707,11645,0.00019792,0.00000000,0,0.00000000,1604,1615,51,0.00068884
1767983531.84891009,0.00646171,11586,0.00017416,0.00000000,0,0.00000000,1615,1636,35,0.00100512
1767983531.94976282,0.00481541,11776,0.00025719,0.00000000,0,0.00000000,1636,1658,64,0.00176994
1767983532.04936099,0.00699494,11542,0.00042569,0.00000000,0,0.00000000,1658,1624,45,0.00180710
1767983532.14883161,0.00620246,11534,0.00023362,0.00000000,0,0.00000000,1624,1650,57,0.00071485
1767983532.24969411,0.00668134,11719,0.00021246,0.00000000,0,0.00000000,1650,1678,43,0.00098086
1767983532.34926367,0.00346814,11493,0.00012474,0.00000000,0,0.00000000,1678,1703,32,0.00032326
1767983532.44876099,0.00733733,11403,0.00017306,0.00000000,0,0.00000000,1703,1715,33,0.00098470
1767983532.54967451,0.00764423,11504,0.00019438,0.00000000,0,0.00000000,1715,1722,34,0.00111838
1767983532.64919090,0.00732717,11341,0.00077423,0.00000000,0,0.00000000,1722,1628,40,0.00102909
1767983532.74868011,0.00738685,11292,0.00025887,0.00000000,0,0.00000000,1628,1657,56,0.00178443
1767983532.84956598,0.00658175,11462,0.00024619,0.00000000,0,0.00000000,1657,1675,48,0.00175303
1767983532.94906640,0.00568971,11331,0.00027158,0.00000000,0,0.00000000,1675,1683,45,0.00152503
1767983533.04865098,0.00612784,11353,0.00020338,0.00000000,0,0.00000000,1683,1698,33,0.00108737
1767983533.14946985,0.00552890,11515,0.00013790,0.00000000,0,0.00000000,1698,1710,40,0.00175435
1767983533.24904466,0.00697855,11378,0.00029727,0.00000000,0,0.00000000,1710,1742,58,0.00107829
1767983533.34985232,0.00472831,11578,0.00014613,0.00000000,0,0.00000000,1742,1748,39,0.00100424
1767983533.44941974,0.00648431,11451,0.00020762,0.00000000,0,0.00000000,1748,1750,28,0.00098795
1767983533.54892874,0.00613405,11436,0.00010936,0.00000000,0,0.00000000,1750,1770,28,0.00100638
1767983533.64979792,0.00655973,11553,0.00018747,0.00000000,0,0.00000000,1770,1784,30,0.00109049
1767983533.74933720,0.00690846,11369,0.00025510,0.00000000,0,0.00000000,1784,1786,36,0.00104131
1767983533.84885287,0.00713187,11401,0.00085124,0.00000000,0,0.00000000,1786,1722,43,0.00099174
1767983533.94971132,0.00429424,11594,0.00018037,0.00000000,0,0.00000000,1722,1759,60,0.00100005
1767983534.04928041,0.00687600,11464,0.00041084,0.00000000,0,0.00000000,1759,1806,80,0.00123249
1767983534.14865208,0.00482618,11506,0.00016879,0.00000000,0,0.00000000,1806,1852,63,0.00077056
1767983534.24968839,0.00700980,11762,0.00019907,0.00000000,0,0.00000000,1852,1862,31,0.00112264
1767983534.34918809,0.00331755,11614,0.00023618,0.00000000,0,0.00000000,1862,1867,35,0.00114152
1767983534.44874763,0.00669405,11648,0.00033646,0.00000000,0,0.00000000,1867,1863,53,0.00118265
1767983534.54960918,0.00755825,11703,0.00021489,0.00000000,0,0.00000000,1863,1861,22,0.00123780
1767983534.64909601,0.00640320,11514,0.00014206,0.00000000,0,0.00000000,1861,1888,31,0.00112975
1767983534.74863482,0.00502579,11441,0.00017343,0.00000000,0,0.00000000,1888,1919,65,0.00101502
1767983534.84950614,0.00693606,11555,0.00053000,0.00000000,0,0.00000000,1919,1931,92,0.00110065
1767983534.94905400,0.00581526,11331,0.00017097,0.00000000,0,0.00000000,1931,1964,69,0.00111278
1767983535.04861403,0.00685691,11179,0.00030996,0.00000000,0,0.00000000,1964,1986,48,0.00098482
1767983535.14944506,0.00188802,11205,0.00006054,0.00000000,0,0.00000000,1986,2008,43,0.00100745
1767983535.24900126,0.00750537,11053,0.00030586,0.00000000,0,0.00000000,2008,2017,45,0.00110786
1767983535.34980989,0.00184689,11096,0.00006896,0.00000000,0,0.00000000,2017,2040,44,0.00176726
1767983535.44937134,0.00663708,10881,0.00030032,0.00000000,0,0.00000000,2040,2052,50,0.00105000
1767983535.54886866,0.00658691,10726,0.00065484,0.00000000,0,0.00000000,2052,2062,95,0.00099840
1767983535.64973307,0.00722480,10739,0.00028910,0.00000000,0,0.00000000,2062,2113,74,0.00173368
1767983535.74931216,0.00578999,10551,0.00028387,0.00000000,0,0.00000000,2113,2141,87,0.00115316
1767983535.84880376,0.00676126,10495,0.00056362,0.00000000,0,0.00000000,2141,2135,81,0.00108438
1767983535.94967198,0.00427347,10593,0.00019804,0.00000000,0,0.00000000,2135,2164,62,0.00100675
1767983536.04924273,0.00644182,10369,0.00037252,0.00000000,0,0.00000000,2164,2176,67,0.00178503
1767983536.15046144,0.00557006,10556,0.00029533,0.00000000,0,0.00000000,2176,2154,68,0.00094813
1767983536.24965930,0.00661476,10398,0.00055170,0.00000000,0,0.00000000,2154,2239,119,0.00109043
1767983536.34911895,0.00654775,10424,0.00063298,0.00000000,0,0.00000000,2239,2285,141,0.00100760
1767983536.44999123,0.00656123,10485,0.00039481,0.00000000,0,0.00000000,2285,2325,80,0.00174540
1767983536.54957104,0.00295012,10350,0.00012744,0.00000000,0,0.00000000,2325,2361,55,0.00179603
1767983536.64909840,0.00623691,10329,0.00026445,0.00000000,0,0.00000000,2361,2384,45,0.00114202
1767983536.74858856,0.00556425,10237,0.00015435,0.00000000,0,0.00000000,2384,2397,38,0.00036857
1767983536.84949756,0.00646907,10313,0.00029720,0.00000000,0,0.00000000,2397,2399,46,0.00084307
1767983536.94901848,0.00858003,10133,0.00156030,0.00000000,0,0.00000000,2399,2286,82,0.00033641
1767983537.04854512,0.00672259,10059,0.00076345,0.00000000,0,0.00000000,2286,2273,64,0.00101490
1767983537.14943099,0.00687541,10105,0.00022263,0.00000000,0,0.00000000,2273,2305,43,0.00065756
1767983537.24890113,0.00608580,9916,0.00025747,0.00000000,0,0.00000000,2305,2341,52,0.00102983
1767983537.34846354,0.00179838,9855,0.00008366,0.00000000,0,0.00000000,2341,2375,66,0.00139578
1767983537.44899130,0.00625052,9910,0.00025264,0.00000000,0,0.00000000,2375,2389,44,0.00172629
1767983537.54883409,0.00256489,9707,0.00013463,0.00000000,0,0.00000000,2389,2422,65,0.00176999
1767983537.64969683,0.00638648,9836,0.00042063,0.00000000,0,0.00000000,2422,2444,73,0.00097141
1767983537.74925780,0.00425455,9619,0.00009255,0.00000000,0,0.00000000,2444,2472,55,0.00167450
1767983537.85012078,0.00602076,9697,0.00037799,0.00000000,0,0.00000000,2472,2477,53,0.00098402
1767983537.94943118,0.00173810,9524,0.00010058,0.00000000,0,0.00000000,2477,2502,67,0.00173275
1767983538.04918718,0.00619469,9443,0.00052383,0.00000000,0,0.00000000,2502,2525,91,0.00151508
1767983538.15004086,0.00546908,9465,0.00037451,0.00000000,0,0.00000000,2525,2519,94,0.00168230
1767983538.24954939,0.00590160,9224,0.00020264,0.00000000,0,0.00000000,2519,2529,34,0.00112017
1767983538.34911275,0.00581908,9173,0.00021382,0.00000000,0,0.00000000,2529,2551,39,0.00105788
1767983538.44997263,0.00591117,9291,0.00018898,0.00000000,0,0.00000000,2551,2569,37,0.00101055
1767983538.54951286,0.00576178,9079,0.00019519,0.00000000,0,0.00000000,2569,2567,33,0.00098321
1767983538.64900947,0.00589149,9029,0.00024618,0.00000000,0,0.00000000,2567,2580,45,0.00104378
1767983538.74827695,0.00461368,9004,0.00018877,0.00000000,0,0.00000000,2580,2590,38,0.00031437
1767983538.84943223,0.00610699,9084,0.00040726,0.00000000,0,0.00000000,2590,2587,55,0.00102674
1767983538.94897842,0.00549504,8917,0.00022029,0.00000000,0,0.00000000,2587,2607,48,0.00086783
1767983539.04977918,0.00601662,9033,0.00036185,0.00000000,0,0.00000000,2607,2598,48,0.00096340
1767983539.14936042,0.00975663,8873,0.00024120,0.00000000,0,0.00000000,2598,2623,41,0.00096539
